Countries,Year,Male_count,Female_count,Total Population,Domestic Revenue (In Billions),International revenue (In Billions),Total Revenue (In Billions),International Arrivals,Literacy,Crime Rate,Currency,Curr_$,Salary/Hour
Maldives,2021,343251,200369,543620,4.9,508.6,513.5,538000,96.32,0.68,MVR,15.37,11.51
Maldives,2022,356283,213945,523787,5.1,530.5,535.6,568000,96.14,0.45,MVR,15.9,11.86
Mexico,2010,55825784,58267177,114092961,1057.8,293.7,1351.5,653000,93.07,22.58,MXN,12.64,3.5
Mexico,2011,56609424,59086044,115695468,1180.5,287.9,1468.4,732000,93.52,23.52,MXN,12.42,3.59
Mexico,2012,57375324,59898832,117274156,1201.1,344.8,1545.9,749800,94.23,22.14,MXN,13.17,3.99
Mexico,2013,58125266,60701892,118827158,1274.4,401.2,1675.7,781000,93.96,19.41,MXN,12.77,4.18
Mexico,2014,58863834,61491303,120355137,1315.4,542.5,1857.8,810420,94.56,16.63,MXN,13.29,4.25
Mexico,2015,59594171,62264080,121858251,1171.9,1202.1,2374,871290,94.47,17.04,MXN,15.85,4.48
Mexico,2016,60315359,63018020,123333379,1078.5,1645.8,2724.3,948530,94.86,19.91,MXN,18.66,4.79
Mexico,2017,61024503,63752823,124777326,1158.9,1700.4,2859.3,993490,94.97,25.71,MXN,18.93,4.96
Mexico,2018,61720819,64469963,126190782,1222.4,1851,3073.4,964970,95.38,29.07,MXN,19.24,5.89
Mexico,2019,62403393,65172136,127575529,1269.4,1943.1,3212.5,974060,95.57,28.74,MXN,19.26,6.12
Mexico,2020,63071486,65861267,128932753,1087.1,2260.3,3347.5,511280,95.25,28.37,MXN,21.49,6.39
Mexico,2021,63724708,66537512,130262220,1293,2004.7,3297.7,521487,96.34,29.56,MXN,20.27,7.12
Mexico,2022,10928468,10827456,127504125,1336.6,1998.3,3334.8,521639,97.45,29.93,MXN,20.24,8.78
Myanmar,2010,24398508,26202319,50600827,37.8,165.2,203,792000,82.21,1.58,MMK,5.63,9.98
Myanmar,2011,24579872,26410740,50990612,54.1,188.9,243,816000,82.25,2.07,MMK,5.44,5.56
Myanmar,2012,24780911,26632792,51413703,58.3,240.7,299,1059000,82.34,2.79,MMK,640.65,6.66
Myanmar,2013,24992008,26860456,51852464,60.6,247.2,307.8,2044000,83.25,2.39,MMK,933.57,6.88
Myanmar,2014,25198879,27081937,52280816,63.3,304,367.2,3081000,83.15,2.35,MMK,984.35,7.34
Myanmar,2015,25391577,27289147,52680724,63,395.5,458.6,4681000,84.87,2.19,MMK,1162.62,8.99
Myanmar,2016,25566371,27478828,53045199,60.3,458.2,518.5,2907000,85,2.26,MMK,1234.87,9.66
Myanmar,2017,25727603,27654918,53382521,61.4,481,542.5,3443000,86.59,2.35,MMK,1360.36,11.24
Myanmar,2018,25883168,27825150,53708318,67.1,569.9,637.1,3551000,87.39,2.46,MMK,1429.81,12.67
Myanmar,2019,26044666,28000756,54045422,68.7,609.2,677.9,4364000,87.95,2.74,MMK,1518.26,13.88
Myanmar,2020,26220190,28189604,54409794,78.9,657,735.9,903000,88.94,2.48,MMK,1381.62,14.34
Myanmar,2021,26412024,28393990,54806014,65.1,724.3,789.4,9854670,89.38,2.59,MMK,1384.49,15.43
Myanmar,2022,26873567,25853789,54179306,69.3,759.1,828.4,8753094,90.14,2.76,MMK,1367.84,16.88
Malaysia,2010,14550127,13657901,28208028,109.5,145.5,255,24577000,89.34,1.91,MYR,3.22,1.93
Malaysia,2011,14780918,13870044,28650962,134.9,163.1,298,24714000,89.14,1.85,MYR,3.06,1.16
Malaysia,2012,14992118,14076071,29068189,151.6,162.8,314.4,25033000,90.15,2.07,MYR,3.09,1.27
Malaysia,2013,15190442,14278481,29468923,156,167.3,323.3,25715000,90.29,2.13,MYR,3.15,1.47
Malaysia,2014,15385727,14480879,29866606,164.2,173.9,338.1,27437000,90.32,2.11,MYR,3.27,1.52
Malaysia,2015,15585167,14685798,30270965,165.4,135.9,301.4,25721000,90.34,2.26,MYR,3.91,1.63
Malaysia,2016,15790718,14893934,30684652,169.3,131.9,301.3,26757000,90.64,2.76,MYR,4.15,2.45
Malaysia,2017,16000312,15104343,31104655,177.7,141.5,319.1,25948000,90.39,2.45,MYR,4.3,2.95
Malaysia,2018,16212181,15315852,31528033,174.1,184.7,358.8,25832000,90.47,2.56,MYR,4.04,3.1
Malaysia,2019,16423164,15526625,31949789,180.6,184.7,365.3,26101000,90.46,2.38,MYR,4.14,3.31
Malaysia,2020,16630813,15735185,32365998,154.4,182.6,337,4333000,90.62,2.87,MYR,4.2,2.78
Malaysia,2021,16834984,15941211,32776195,156.8,215.9,372.7,5298364,95.71,2.78,MYR,4.14,3.46
Malaysia,2022,15638398,15876114,33938221,161.8,277.5,439.4,5283746,96.34,2.25,MYR,5.49,4.22
Namibia,2010,1024015,1094862,2118877,11.4,10,21.4,1114000,88.27,14.82,NAD,7.33,4.25
Namibia,2011,1042644,1114054,2156698,12.5,14.5,27,1163000,89.45,14.28,NAD,7.3,5.55
Namibia,2012,1061377,1133400,2194777,13,22.2,35.2,1245000,90.32,17.68,NAD,8.19,5.89
Namibia,2013,1080421,1153085,2233506,12,26.7,38.7,1327000,91.53,17.65,NAD,9.75,5.88
Namibia,2014,1100048,1173378,2273426,12.4,34.3,46.7,1429000,92.34,18.64,NAD,10.84,6.23
Namibia,2015,1120450,1194451,2314901,11.3,37.5,48.8,1488000,91.12,18.35,NAD,12.88,6.42
Namibia,2016,1141681,1216363,2358044,10.7,36.7,47.5,1551000,91.98,18.56,NAD,14.71,6.71
Namibia,2017,1163627,1238996,2402623,12.9,41.5,54.4,1581000,92.32,18.49,NAD,13.31,6.95
Namibia,2018,1186111,1262189,2448300,13.7,39.2,52.8,1639000,92.43,19.65,NAD,13.23,7.05
Namibia,2019,1208862,1285662,2494524,12.5,42.5,55,1651000,91.34,17.62,NAD,14.45,7.28
Namibia,2020,1231683,1309233,2540916,10.6,43.7,54.3,1871061,91.53,18.35,NAD,16.46,7.5
Namibia,2021,1254501,1332843,2587344,12.2,44,56.3,1736384,91.23,18.45,NAD,14.78,7.33
Namibia,2022,1628746,1846584,2567012,15.8,43.4,59.2,1746933,92.23,18.75,NAD,138.86,7.52
Netherlands,2010,8250868,8364526,16615394,134.1,713.2,847.4,10883000,96,0.86,EUR,16.46,10.34
Netherlands,2011,8291175,8401899,16693074,131.6,773.7,905.3,11300000,96.09,0.85,EUR,6.04,10.47
Netherlands,2012,8323365,8431597,16754962,126.7,712.2,838.9,11680000,96.21,0.86,EUR,5.88,10.97
Netherlands,2013,8349389,8455043,16804432,130.1,747.1,877.2,12783000,96.35,0.74,EUR,8.06,10.86
Netherlands,2014,8381341,8483667,16865008,138.6,753.6,892.2,13925000,96.6,0.73,EUR,5.82,11.08
Netherlands,2015,8421098,8518825,16939923,146,619.6,765.6,15007000,97.01,0.61,EUR,14.45,11.14
Netherlands,2016,8469359,8560955,17030314,155.2,628.9,784.1,15828000,97.16,0.55,EUR,8.06,14.28
Netherlands,2017,8523546,8607750,17131296,170.4,663.5,833.9,17924000,97.33,0.78,EUR,158.55,14.48
Netherlands,2018,8577740,8653884,17231624,178.5,735.6,914,18780000,97.42,0.59,EUR,107.38,14.69
Netherlands,2019,8638222,8706652,17344874,195.5,714.7,910.2,20129000,97.72,0.52,EUR,93.08,14.75
Netherlands,2020,8689916,8751584,17441500,187.2,710.7,897.9,7265000,97.81,0.47,EUR,5.88,14.85
Netherlands,2021,8738633,8794772,17533405,191.8,726.2,918,8276393,97.99,0.41,EUR,8.06,15.04
Netherlands,2022,8274657,85364847,17564014,197.9,775.7,973.7,8326748,98.11,0.45,EUR,8.13,15.51
Norway,2010,2444129,2445123,4889252,428.8,268,696.8,4767000,98,0.59,NOK,6.04,11.27
Norway,2011,2480019,2473069,4953088,498.3,275.9,774.2,4963000,98,2.24,NOK,5.6,11.88
Norway,2012,2516701,2501872,5018573,509.5,292.1,801.6,4538000,98,0.54,NOK,5.82,12.05
Norway,2013,2551015,2528608,5079623,522.8,250.1,772.9,4778000,98,0.53,NOK,5.88,12.44
Norway,2014,2583343,2553889,5137232,498.4,241.8,740.2,4855000,98,0.6,NOK,6.3,12.34
Norway,2015,2612219,2576388,5188607,385.8,305.6,691.4,5361000,98,0.58,NOK,8.06,12.49
Norway,2016,2637977,2596542,5234519,368.8,315.5,684.3,5960000,98,0.7,NOK,8.4,12.55
Norway,2017,2661622,2615346,5276968,398.4,342.3,740.7,6252000,98,0.33,NOK,8.27,12.66
Norway,2018,2681209,2630707,5311916,437,396.8,833.8,5688000,98,0.38,NOK,8.13,12.93
Norway,2019,2701173,2646723,5347896,404.9,432.5,837.5,5879000,98,0.12,NOK,8.8,13.08
Norway,2020,2718873,2660602,5379475,362.2,356.9,719.1,1397000,98,0.11,NOK,9.42,13.88
Norway,2021,2735177,2673143,5408320,482.4,260.5,743,1674985,98,0.18,NOK,8.59,14.33
Norway,2022,2278468,2584167,5434319,541.9,249.9,791.8,1274659,98,0.21,NOK,85.23,14.88
New Zealand,2010,2136257,2214443,4350700,53.2,93.3,146.5,2530000,47.8,0.98,NZD,1.39,10.14
New Zealand,2011,2153547,2230453,4384000,54.7,113.6,168.3,2617000,47.3,0.87,NZD,1.27,10.22
New Zealand,2012,2166172,2241928,4408100,58.5,117.7,176.2,2574000,49.64,0.82,NZD,1.23,10.38
New Zealand,2013,2183492,2258608,4442100,62.2,128.7,190.9,2710000,54.44,0.76,NZD,1.22,10.47
New Zealand,2014,2220504,2295996,4516500,65.2,136.1,201.3,2854000,57.66,0.72,NZD,1.21,11.28
New Zealand,2015,2266440,2342960,4609400,70,108.1,178.1,3129000,66.34,0.65,NZD,1.43,11.87
New Zealand,2016,2317979,2396121,4714100,74,114.8,188.8,3494000,57.1,1.12,NZD,1.44,12.05
New Zealand,2017,2366755,2446845,4813600,79.5,127.2,206.6,3723000,59.97,1.25,NZD,1.41,12.84
New Zealand,2018,2409244,2491356,4900600,84.1,127.8,212,3858000,63.15,1.17,NZD,1.45,13.14
New Zealand,2019,2447576,2531624,4979200,91,122.4,213.4,3888000,68.91,1.18,NZD,1.52,13.41
New Zealand,2020,2501871,2588329,5090200,89.8,121.9,211.7,996000,60.19,1.14,NZD,1.54,13.49
New Zealand,2021,2517605,2604995,5122600,93.6,156.4,250,876987,76.97,1.27,NZD,1.41,13.95
New Zealand,2022,1596543,876987,5185288,95.7,161.5,257.2,876345,78.89,1.11,NZD,1.8,14.55
Oman,2010,1834548,1206887,3041435,32.6,32.4,65,986754,86.4,1.58,OMR,0.38,8.39
Oman,2011,1999076,1252026,3251102,37.4,40.1,77.5,1393000,87.45,2.07,OMR,0.38,9.35
Oman,2012,2192184,1305847,3498031,41.9,45.5,87.4,1714000,88.39,2.79,OMR,0.38,9.59
Oman,2013,2399526,1365279,3764805,49.6,50.1,99.7,1923000,91.43,2.39,OMR,0.38,10.56
Oman,2014,2601347,1425908,4027255,54.8,52.2,107,2225000,93.04,2.35,OMR,0.38,11.68
Oman,2015,2782946,1484395,4267341,63,55.7,118.7,2634000,94.9,2.19,OMR,0.38,12.39
Oman,2016,2939430,1539787,4479217,75,50.1,125.1,3207000,95.58,2.26,OMR,0.38,13.94
Oman,2017,3073360,1592566,4665926,76.9,54,130.9,3178000,95.65,2.35,OMR,0.38,14.39
Oman,2018,3186774,1642702,4829476,79.3,62.2,141.5,3242000,95.65,2.89,OMR,0.38,12.83
Oman,2019,3284448,1690544,4974992,77.3,70.8,148.1,3506000,95.87,2.45,OMR,0.38,13.97
Oman,2020,3370230,1736392,5106622,69.8,65.1,135,869000,96.13,3.12,OMR,0.38,14.62
Oman,2021,3443477,1779899,5223376,72.3,67.6,139.9,729765,96.11,2.29,OMR,0.38,15.93
Oman,2022,2134654,1235467,4576298,76.1,71.2,147.3,846579,96.59,2.12,OMR,101.63,16.46
Pakistan,2010,92426989,86997654,179424643,180.5,196.6,377.2,907000,55.38,7.35,PKR,85.19,1.23
Pakistan,2011,94423091,88917077,183340168,182.3,231.2,413.6,1161000,54.74,7.56,PKR,86.34,1.38
Pakistan,2012,96432134,90847991,187280125,185.8,238.6,424.4,966000,55.85,7.39,PKR,93.4,1.48
Pakistan,2013,98463549,92797250,191260799,200.2,281,481.2,984624,55.93,7.29,PKR,101.63,1.57
Pakistan,2014,100530360,94774652,195305012,197.4,306.9,504.4,1098276,56.98,6.8,PKR,101.1,1.6
Pakistan,2015,102640691,96786262,199426953,210.9,359.7,570.6,1267364,56.75,4.76,PKR,102.77,1.73
Pakistan,2016,104797415,98833941,203631356,227.4,386.3,613.6,1628934,56.23,4.18,PKR,104.77,1.84
Pakistan,2017,106993868,100912342,207906210,240.2,399,639.2,1892735,56.45,4.65,PKR,105.46,1.95
Pakistan,2018,109216763,103011525,212228288,252.2,403.9,656.1,1782974,57.34,4.86,PKR,121.82,2.38
Pakistan,2019,111447581,105117736,216565317,180.4,510.5,690.9,1389276,57.01,4.55,PKR,150.04,2.49
Pakistan,2020,113672007,107220324,220892331,245,355.3,600.3,728397,58,5.87,PKR,161.84,2.89
Pakistan,2021,115884798,109315131,225199929,346.3,280,626.3,628745,58.65,5.39,PKR,162.91,3.19
Pakistan,2022,115912534,116876234,235824862,378.6,272.6,651.2,619286,58.35,5.83,PKR,3.34,3.28
Papua New Guinea,2010,3719824,3590688,7310512,8.7,5.6,14.3,146000,61.69,9.75,PGK,2.72,1.09
Papua New Guinea,2011,3803431,3668765,7472196,9,9,18,165000,61.24,9.86,PGK,2.37,1.21
Papua New Guinea,2012,3885971,3745032,7631003,9.3,12,21.3,175000,61.32,9.79,PGK,2.08,2.2
Papua New Guinea,2013,3968038,3820350,7788388,9.8,11.5,21.3,182000,62.37,9.84,PGK,2.24,2.43
Papua New Guinea,2014,4050613,3896120,7946733,10.2,13,23.2,191000,63.25,9.53,PGK,2.46,2.52
Papua New Guinea,2015,4134389,3973383,8107772,9.2,12.6,21.7,199000,65.36,9.65,PGK,2.77,2.64
Papua New Guinea,2016,4219461,4052305,8271766,8.4,12.3,20.8,198000,67.39,9.35,PGK,3.13,2.79
Papua New Guinea,2017,4305516,4132522,8438038,8.4,14.3,22.7,182000,67.85,9.53,PGK,3.19,2.85
Papua New Guinea,2018,4392433,4213891,8606324,10.5,13.6,24.1,195000,67.35,9.64,PGK,3.29,2.94
Papua New Guinea,2019,4480011,4296108,8776119,10.9,13.8,24.8,211000,67.38,9.58,PGK,3.39,3.12
Papua New Guinea,2020,4568072,4378955,8947027,9.8,14.9,24.7,39000,68.46,9.28,PGK,3.46,3.34
Papua New Guinea,2021,4656594,4462411,9119005,10.7,15.9,26.6,46000,69.57,9.68,PGK,3.51,3.44
Papua New Guinea,2022,5071309,4897546,10142619,11.9,16.5,28.4,48098,70.42,9.75,PGK,2.96,3.65
Poland,2010,18393435,19649359,38042794,238.4,241.4,479.8,18340000,98.25,1,PLN,3.02,1.12
Poland,2011,18409121,19654134,38063255,260.7,267.6,528.3,18745000,99.8,1.1,PLN,2.96,1.98
Poland,2012,18418976,19644188,38063164,259.6,238.9,498.5,19390000,99.8,1.06,PLN,3.26,1.29
Poland,2013,18419687,19620509,38040196,256.7,264.3,521,19810000,99.8,1.05,PLN,3.16,2.87
Poland,2014,18416608,19595127,38011735,267.3,275.2,542.5,21350000,99.8,1.03,PLN,3.15,3.68
Poland,2015,18411698,19574714,37986412,282.5,195.3,477.8,22743000,99.8,0.99,PLN,3.77,4.28
Poland,2016,18406971,19563116,37970087,302.5,170.2,472.6,24716000,99.8,0.94,PLN,3.94,4.68
Poland,2017,18408912,19565914,37974826,334.2,192.3,526.5,25180400,99.8,0.85,PLN,3.78,5.98
Poland,2018,18406093,19568657,37974750,369.1,218.4,587.4,26946000,99.8,0.89,PLN,3.61,5.38
Poland,2019,18398195,19567280,37965475,396.7,200.5,597.3,27515000,99.8,0.89,PLN,3.84,6.01
Poland,2020,18363304,19535766,37899070,308.6,288.1,596.6,21875906,99.8,0.87,PLN,3.9,7.19
Poland,2021,18304371,19476653,37781024,347.9,326.1,674,22594875,99.71,0.86,PLN,3.86,8.35
Poland,2022,18765432,19654876,39857145,401.7,293.2,695,23759847,99.71,0.67,PLN,4303.88,9.18
Portugal,2010,5059891,5513209,10573100,35.3,202.8,238.1,6756000,90.3,0.87,EUR,5670.54,1.86
Portugal,2011,5040201,5517359,10557560,37.2,207.9,245.1,7264000,90.45,1.19,EUR,3.84,2.94
Portugal,2012,5007718,5507126,10514844,35,181.3,216.2,7503000,91.24,1.27,EUR,3.84,3.67
Portugal,2013,4969080,5488215,10457295,38.6,187.8,226.4,9177000,93.89,1.43,EUR,6771.1,4.93
Portugal,2014,4932800,5468262,10401062,39.2,190.7,229.9,10497000,94.48,1.36,EUR,5732.1,5.93
Portugal,2015,4905105,5452971,10358076,41,158.4,199.4,11723000,94.46,1.52,EUR,6771.1,6.39
Portugal,2016,4884985,5440467,10325452,41.6,164.8,206.4,13359000,95.79,1.63,EUR,6771.1,7.25
Portugal,2017,4870967,5429333,10300300,43.8,177.5,221.4,15432000,95.48,1.49,EUR,4462.19,7.78
Portugal,2018,4863018,5420804,10283822,46.5,195.8,242.3,16186000,96.14,1.17,EUR,5204.92,8.14
Portugal,2019,4865092,5421171,10286263,47.6,192.4,240,17283000,97.67,1.29,EUR,6240.72,9.45
Portugal,2020,4871521,5425560,10297081,44.2,184.3,228.5,4208000,97.36,1.28,EUR,6774.16,7.29
Portugal,2021,4874168,5425255,10299423,46.4,203.5,249.9,5389765,98.57,1.21,EUR,6774.16,10.57
Portugal,2022,4986346,5487639,10270865,49,202.9,251.9,6598737,98.61,1.19,EUR,6771.1,11.64
Paraguay,2010,3178029,3069988,6248017,27.1,425,452.1,3171000,98.73,11.86,PYG,4758.43,1.14
Paraguay,2011,3222514,3111467,6333981,33.7,449.1,482.8,3365000,98.12,10.37,PYG,4193.8,1.19
Paraguay,2012,3267598,3153912,6421510,33.3,480.6,513.9,3655000,98.1,10.11,PYG,4421.66,1.29
Paraguay,2013,3313067,3197206,6510273,38.7,545.4,584.1,3538000,99.2,9.28,PYG,4303.88,2.48
Paraguay,2014,3358510,3241014,6599524,40.4,573.7,614.1,3455000,99.65,8.76,PYG,4462.19,2.94
Paraguay,2015,3403641,3285105,6688746,36.2,837.3,873.5,4102000,99.97,9.22,PYG,5204.92,3.29
Paraguay,2016,3448402,3329476,6777878,36.1,916.3,952.4,4318000,98.97,9.87,PYG,5670.54,3.83
Paraguay,2017,3492882,3374176,6867058,39,777.9,816.9,4744000,98.7,7.88,PYG,5618.93,4.19
Paraguay,2018,3537049,3419020,6956069,40.2,806.8,847.1,4183000,98.87,7.14,PYG,5732.1,4.26
Paraguay,2019,3580888,3463751,7044639,37.9,920.2,958.1,4368000,98.68,7.86,PYG,6240.72,4.59
Paraguay,2020,3624360,3508170,7132530,35.4,847.4,882.8,1077000,99.66,6.74,PYG,6771.1,5.25
Paraguay,2021,3667464,3552177,7219641,39,873.8,912.8,1678937,99.71,6.23,PYG,6774.16,5.35
Paraguay,2022,3378265,3390372,6780744,40.6,932.2,972.8,1678276,99.85,2.18,PYG,6774.16,5.69
Qatar,2010,1419289,437040,1856329,125.1,200,325.1,1700000,96.29,0.22,QAR,3.64,8.88
Qatar,2011,1561729,474133,2035862,167.8,200,367.8,2057000,97.24,0.2,QAR,3.64,8.95
Qatar,2012,1683807,512271,2196078,186.8,200,386.8,2324000,97.83,0.32,QAR,3.64,9.19
Qatar,2013,1786771,549808,2336579,198.7,200,398.7,2612000,95.8,0.39,QAR,3.64,9.55
Qatar,2014,1874509,584693,2459202,206.3,199.9,406.2,2839000,96.35,0.37,QAR,3.64,10.15
Qatar,2015,1950209,615499,2565708,240.9,220.9,461.7,2941000,96.79,0.28,QAR,3.64,11.22
Qatar,2016,2012920,641459,2654379,287.7,264.1,551.7,2938000,97.26,0.47,QAR,3.64,12.55
Qatar,2017,2061731,662996,2724727,261.2,399.9,661.1,2256000,96.11,0.52,QAR,3.64,12.88
Qatar,2018,2100301,681381,2781682,283.3,400,683.3,1819000,96.27,0.45,QAR,3.64,13.18
Qatar,2019,2133521,698550,2832071,291.8,434,725.8,2136500,96.83,0.64,QAR,3.64,13.66
Qatar,2020,2165135,715925,2881060,244.2,450.2,694.4,582000,97.18,0.38,QAR,3.64,13.81
Qatar,2021,2196661,733863,2930524,247.9,481.6,729.6,863896,97.59,0.56,QAR,3.64,14.09
Qatar,2022,1236467,1178956,2695122,262.4,494.3,756.7,9826357,98.13,0.31,QAR,3.64,14.88
Romania,2010,9830776,10416095,20246871,87.8,78.5,166.3,7498000,69.25,1.3,ROL,3.18,1.3
Romania,2011,9784146,10363382,20147528,101.1,82.2,183.3,7611000,66.5,1.01,ROL,3.05,1.32
Romania,2012,9746146,10311889,20058035,106.6,64,170.6,7937000,67.75,1.05,ROL,3.47,1.4
Romania,2013,9717464,10266229,19983693,112.2,78.6,190.8,8019000,68,1.08,ROL,3.33,1.4
Romania,2014,9687855,10221124,19908979,120,80,200,8442000,71,0.85,ROL,3.35,1.42
Romania,2015,9646524,10169092,19815616,134.8,42.9,177.7,9331000,71,0.87,ROL,4.01,1.55
Romania,2016,9592109,10110158,19702267,128.7,59.4,188.1,10223000,86,1.05,ROL,4.06,1.76
Romania,2017,9534855,10053860,19588715,132.7,79,211.7,10926000,73.5,1.1,ROL,4.05,1.85
Romania,2018,9475305,9998665,19473970,137.9,103.5,241.5,11720000,98.8,0.58,ROL,3.94,1.85
Romania,2019,9421735,9949913,19371648,154.6,95.2,249.9,12815000,85.75,0.8,ROL,4.24,1.95
Romania,2020,9363558,9893962,19257520,141.2,108.3,249.5,15023000,86.68,0.95,ROL,4.24,1.98
Romania,2021,9293044,9822102,19115146,147.7,136.4,284.1,15125000,99.61,1.6,ROL,4.16,2.01
Romania,2022,9154786,10504481,19659267,159.8,126.7,286.5,14070000,98.84,1.4,ROL,407000000,2.01
Russia,2010,66249411,76600057,142849468,1524.9,4517.6,6042.5,22281000,99.73,11.63,RUR,30.37,1.55
Russia,2011,66276541,76684367,142960908,2045.9,6342.5,8388.4,24932000,99.25,11.26,RUR,29.38,1.55
Russia,2012,66369578,76832143,143201721,2208.3,7159.1,9367.4,28177000,99.75,11.28,RUR,30.84,1.58
Russia,2013,66498022,77008973,143506995,2292.5,7147.1,9439.6,30792000,99.69,11.11,RUR,31.84,1.6
Russia,2014,66634909,77184758,143819667,2059.2,8416.5,10475.7,32421000,99.69,11.42,RUR,38.38,1.6
Russia,2015,66759858,77337012,144096870,1363.5,7478.8,8842.2,33729000,99.69,11.48,RUR,60.94,1.68
Russia,2016,66874340,77468057,144342397,1276.8,6585.4,7862.2,24571000,99.69,10.92,RUR,67.06,1.75
Russia,2017,66950259,77546480,144496739,1574.2,7875,9449.2,24390000,99.69,9.13,RUR,58.34,1.75
Russia,2018,66948494,77529365,144477859,1657.3,10254.3,11911.7,24551000,99.69,8.21,RUR,62.67,1.88
Russia,2019,66923538,77482723,144406261,1693.1,10296.3,11989.4,24419000,99.69,7.68,RUR,64.74,1.98
Russia,2020,66777581,77295558,144073139,1488.3,8937.8,10426.1,19359000,99.69,7.33,RUR,72.1,2.01
Russia,2021,66495134,76950926,143446060,1775.8,10871.3,12647.1,21309000,99.69,7.42,RUR,73.65,2.01
Russia,2022,67657228,78415888,146073116,1836.5,12647,14483.5,22189634,99.73,7.62,RUR,32.81,1.09
Saudi Arabia,2010,15427491,11993977,27421468,150.1,378.1,528.2,13025000,74.04,1.75,SAR,3.75,9.7
Saudi Arabia,2011,15932439,12335152,28267591,158.7,512.5,671.2,15776000,80.35,1.19,SAR,3.75,9.85
Saudi Arabia,2012,16461890,12693016,29154906,170.1,565.9,736,19847000,74.04,2.2,SAR,3.75,9.9
Saudi Arabia,2013,17001886,13050172,30052058,176.5,570.1,746.6,19934000,74.04,2.75,SAR,3.75,9.98
Saudi Arabia,2014,17533215,13383388,30916603,178.6,577.7,756.4,23010000,94.43,3.2,SAR,3.75,10.61
Saudi Arabia,2015,18040933,13676743,31717676,181.8,472.5,654.3,21834000,85.36,3.25,SAR,3.75,11.01
Saudi Arabia,2016,18521330,13922113,32443443,185,459.9,644.9,20887000,95,3.12,SAR,3.75,11.29
Saudi Arabia,2017,18975120,14126063,33101183,187.4,501.2,688.6,18607000,97.59,3.98,SAR,3.75,11.87
Saudi Arabia,2018,19397336,14305421,33702757,203.3,613.3,816.6,17570000,95.33,36.84,SAR,3.75,12.35
Saudi Arabia,2019,19783532,14484997,34268529,226.8,576.8,803.6,20292000,99.38,25.14,SAR,3.75,12.45
Saudi Arabia,2020,20131308,14682559,34813867,198.1,505.3,703.4,14300000,97.59,5.76,SAR,3.75,12.85
Saudi Arabia,2021,20437084,14903596,35340680,224.8,608.7,833.5,17120000,97.59,8.55,SAR,3.75,13.25
Saudi Arabia,2022,20700000,15140000,36408820,248.6,691.6,940.2,21000000,94.41,9.5,SAR,538.09,13.56
Singapore,2010,2646760,2429972,5076732,41.8,198,239.8,11642000,95.86,0.37,SGD,1.36,12.01
Singapore,2011,2709949,2473739,5183688,46,233.3,279.4,13171000,96.2,0.73,SGD,1.26,12.32
Singapore,2012,2780596,2531841,5312437,50.1,245,295.1,14496000,96.4,0.71,SGD,1.25,12.43
Singapore,2013,2826421,2572741,5399162,51.1,256.5,307.6,15568000,96.6,0.17,SGD,1.25,12.56
Singapore,2014,2862740,2606984,5469724,54.1,260.8,314.9,15095000,97.1,0.17,SGD,1.27,12.65
Singapore,2015,2896581,2638421,5535002,55.6,252.4,308,15231500,97.5,0.17,SGD,1.37,12.75
Singapore,2016,2934565,2672718,5607283,58.7,260.2,318.8,16403000,97.3,0.16,SGD,1.38,12.89
Singapore,2017,2937348,2674905,5612253,66.3,276.9,343.2,17425000,97.2,0.32,SGD,1.38,13.01
Singapore,2018,2951389,2687287,5638676,66.2,310.8,377,18508000,97.34,0.32,SGD,1.35,13.11
Singapore,2019,2985477,2718092,5703569,67.6,307.9,375.5,19116000,97.48,0.31,SGD,1.36,13.25
Singapore,2020,2976134,2709673,5685807,61.4,283.9,345.3,12742000,97.1,0.31,SGD,1.38,13.32
Singapore,2021,2854439,2599127,5453566,63.6,333.4,397,13658237,97.6,0.21,SGD,1.34,13.36
Singapore,2022,3573510,2402179,5975689,67.8,356.6,424.4,25578000,96.81,0.42,SGD,1430.87,13.36
Serbia,2010,3573414,3718022,7291436,41.8,415.7,457.6,683000,80.35,1.45,CSD,77.72,12.6
Serbia,2011,3545877,3688222,7234099,49.3,439,488.3,764000,97.96,1.51,CSD,73.36,12.8
Serbia,2012,3529003,3670074,7199077,43.3,513.6,556.9,810000,99.48,1.24,CSD,87.96,13.2
Serbia,2013,3511922,3652210,7164132,48.4,510.4,558.8,922000,99.36,1.59,CSD,85.16,13.5
Serbia,2014,3495362,3635214,7130576,47.1,567,614.1,1029000,95.75,1.35,CSD,88.41,13.67
Serbia,2015,3477898,3617485,7095383,39.7,625,664.6,1132000,98.45,1.17,CSD,108.81,13.83
Serbia,2016,3459406,3598916,7058322,40.7,713.9,754.6,1281000,98.84,1.39,CSD,111.28,13.95
Serbia,2017,3440594,3580264,7020858,44.2,770.3,814.5,1497000,99.48,1.06,CSD,107.76,13.98
Serbia,2018,3421300,3561304,6982604,50.6,846.5,897.1,1711000,96.25,1.23,CSD,100.18,14.05
Serbia,2019,3402415,3542820,6945235,51.5,882.4,933.9,1847000,99.48,1.03,CSD,105.25,14.11
Serbia,2020,3379261,3519865,6899126,53.3,939.6,992.9,1446000,97.75,1.02,CSD,103.16,14.22
Serbia,2021,3351769,3492309,6844078,63.1,794.9,858,1487000,97.25,1.2,CSD,99.4,14.36
Serbia,2022,3641044,3580321,7221365,65,824.9,889.9,1687159,99.91,1.1,CSD,118.83,14.5
